Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
2,u,505000,11.2,1,1,Northern Metropolitan,13.13231371
2,h,950000,2.6,1,0,Northern Metropolitan,13.76421726
2,h,1110000,2.6,1,0,Northern Metropolitan,13.91987057
2,t,950000,2.6,1,1,Northern Metropolitan,13.76421726
2,u,1226000,2.6,1,1,Northern Metropolitan,14.0192674
1,u,500000,2.6,1,1,Northern Metropolitan,13.12236338
3,h,1214000,2.6,1,0,Northern Metropolitan,14.00943125
1,u,370000,2.6,1,1,Northern Metropolitan,12.82125828
3,u,790000,2.6,1,1,Northern Metropolitan,13.57978822
3,h,1400000,2.6,2,0,Northern Metropolitan,14.15198279
2,u,500000,2.6,1,1,Northern Metropolitan,13.12236338
2,t,1090000,2.6,2,1,Northern Metropolitan,13.90168825
3,h,1785000,2.6,1,0,Northern Metropolitan,14.39492897
2,u,560000,2.6,1,1,Northern Metropolitan,13.23569206
2,u,690000,2.6,2,1,Northern Metropolitan,13.44444688
2,h,1050000,2.6,1,0,Northern Metropolitan,13.86430072
3,h,2060000,2.6,2,1,Northern Metropolitan,14.53821654
2,h,860000,2.6,1,0,Northern Metropolitan,13.66468767
3,t,1052000,2.6,1,2,Northern Metropolitan,13.86620367
3,h,3000000,2.6,2,7,Northern Metropolitan,14.91412285
3,h,1330000,2.6,1,1,Northern Metropolitan,14.1006895
2,u,630000,2.6,2,1,Northern Metropolitan,13.3534751
2,h,1210000,2.6,1,0,Northern Metropolitan,14.00613092
1,h,911000,2.6,1,0,Northern Metropolitan,13.72229818
3,h,1590000,2.6,1,1,Northern Metropolitan,14.27924457
4,h,1380000,11.4,2,2,Eastern Metropolitan,14.13759406
4,h,1150000,11.4,1,2,Eastern Metropolitan,13.9552725
4,h,1160000,11.4,2,2,Eastern Metropolitan,13.96393056
2,u,615000,11.4,1,1,Eastern Metropolitan,13.32937755
3,h,940000,11.4,2,2,Eastern Metropolitan,13.75363515
2,h,665000,6.6,1,0,Western Metropolitan,13.40754232
3,h,950000,6.6,1,0,Western Metropolitan,13.76421726
2,h,1085000,6.6,1,2,Western Metropolitan,13.89709054
3,h,847000,6.6,1,1,Western Metropolitan,13.64945597
2,h,785000,6.6,1,1,Western Metropolitan,13.573439
3,h,2240000,2.1,2,1,Southern Metropolitan,14.62198642
3,h,2050000,2.1,2,1,Southern Metropolitan,14.53335035
1,u,460000,2.1,1,1,Southern Metropolitan,13.03898177
2,u,650000,2.1,1,0,Southern Metropolitan,13.38472764
2,t,1100000,2.1,1,1,Southern Metropolitan,13.91082074
3,h,1820000,2.1,1,1,Southern Metropolitan,14.41434706
3,h,1780000,2.1,2,2,Southern Metropolitan,14.39212392
2,h,1024000,2.1,1,0,Southern Metropolitan,13.83922708
3,u,680000,2.1,2,2,Southern Metropolitan,13.42984808
2,h,1150000,2.1,1,1,Southern Metropolitan,13.9552725
3,u,710000,2.1,2,2,Southern Metropolitan,13.47302025
3,u,1320000,3.3,2,2,Southern Metropolitan,14.09314229
1,u,537000,3.3,1,1,Southern Metropolitan,13.19375337
2,u,800000,3.3,2,2,Southern Metropolitan,13.59236701
1,u,410000,3.3,1,0,Southern Metropolitan,12.92391244
2,u,499000,3.3,1,1,Southern Metropolitan,13.12036137
2,h,1214000,3.3,1,0,Southern Metropolitan,14.00943125
2,u,485000,3.3,1,0,Southern Metropolitan,13.09190417
3,u,920000,3.3,1,1,Southern Metropolitan,13.73212895
2,u,615000,3.3,1,1,Southern Metropolitan,13.32937755
2,u,642000,3.3,1,1,Southern Metropolitan,13.37234358
3,t,3475000,3.3,3,1,Southern Metropolitan,15.06110504
2,h,1710000,3.3,2,0,Southern Metropolitan,14.35200393
2,u,851000,3.3,1,1,Southern Metropolitan,13.65416741
3,t,2030000,3.3,2,2,Southern Metropolitan,14.52354635
2,h,1405000,3.3,1,0,Southern Metropolitan,14.15554786
2,u,850000,3.3,2,2,Southern Metropolitan,13.65299163
2,u,792500,3.3,1,1,Southern Metropolitan,13.58294778
1,u,390500,3.3,1,0,Southern Metropolitan,12.87518325
3,u,2050000,3.3,2,2,Southern Metropolitan,14.53335035
2,u,595000,3.3,1,2,Southern Metropolitan,13.29631668
1,u,346000,6.1,1,1,Southern Metropolitan,12.75419405
1,u,520000,6.1,1,1,Southern Metropolitan,13.16158409
1,u,320000,6.1,1,1,Southern Metropolitan,12.67607627
2,u,610500,6.1,2,1,Southern Metropolitan,13.32203357
1,u,350000,6.1,1,1,Southern Metropolitan,12.76568843
2,h,1120000,6.1,1,0,Southern Metropolitan,13.92883924
2,t,1077000,6.1,1,1,Southern Metropolitan,13.88968996
2,h,1301000,6.1,1,1,Southern Metropolitan,14.07864376
2,h,1440000,6.1,1,2,Southern Metropolitan,14.18015367
2,u,680000,6.1,1,0,Southern Metropolitan,13.42984808
3,h,1361000,6.1,1,0,Southern Metropolitan,14.12373028
3,u,1000000,6.1,1,0,Southern Metropolitan,13.81551056
2,u,902000,6.1,1,1,Southern Metropolitan,13.7123698
3,u,1190000,6.1,1,1,Southern Metropolitan,13.98946387
2,h,920000,6.1,1,0,Southern Metropolitan,13.73212895
2,u,482000,6.1,1,1,Southern Metropolitan,13.08569939
4,h,2260000,6.1,2,1,Southern Metropolitan,14.63087537
4,h,810000,9.7,1,1,Western Metropolitan,13.60478953
3,h,1021000,9.7,2,2,Western Metropolitan,13.8362931
3,t,925000,9.7,3,1,Western Metropolitan,13.73754902
5,h,910000,9.7,2,2,Western Metropolitan,13.72119988
3,h,900000,9.7,1,2,Western Metropolitan,13.71015004
3,h,995000,9.7,2,3,Western Metropolitan,13.81049802
5,h,1150000,9.7,2,2,Western Metropolitan,13.9552725
3,h,940000,12.6,2,2,Western Metropolitan,13.75363515
4,h,726000,12.6,2,0,Western Metropolitan,13.49530529
3,h,950000,12.6,1,1,Western Metropolitan,13.76421726
4,h,760000,12.6,1,5,Western Metropolitan,13.54107371
4,h,990000,12.6,1,6,Western Metropolitan,13.80546022
3,h,651500,12.6,1,1,Western Metropolitan,13.38703268
4,h,970000,12.6,1,4,Western Metropolitan,13.78505135
3,h,841000,12.6,1,2,Western Metropolitan,13.64234694
3,h,710000,12.6,1,0,Western Metropolitan,13.47302025
3,h,840000,12.6,1,1,Western Metropolitan,13.64115717
3,h,660000,12.6,2,2,Western Metropolitan,13.39999511
3,h,692000,12.6,1,1,Western Metropolitan,13.44734123
3,h,830000,13.3,1,2,Western Metropolitan,13.62918098
3,h,600000,13.3,1,2,Western Metropolitan,13.30468493
3,h,718000,13.3,1,2,Western Metropolitan,13.48422485
4,h,775000,13.3,1,2,Western Metropolitan,13.56061831
3,h,490000,13.3,1,1,Western Metropolitan,13.10216067
3,h,716000,13.5,1,1,Western Metropolitan,13.48143545
3,h,511000,13.5,2,2,Western Metropolitan,13.14412487
4,h,515000,13.5,2,2,Western Metropolitan,13.15192218
3,h,530000,13.5,1,1,Western Metropolitan,13.18063229
4,h,685000,13.5,2,2,Western Metropolitan,13.43717412
3,h,700000,13.5,1,2,Western Metropolitan,13.45883561
3,t,521000,13.5,3,2,Western Metropolitan,13.16350532
3,h,571000,13.5,1,1,Western Metropolitan,13.25514449
3,h,710000,13.5,1,4,Western Metropolitan,13.47302025
2,u,682000,11.2,1,2,Southern Metropolitan,13.43278494
2,u,825000,11.2,1,2,Southern Metropolitan,13.62313867
3,h,1525000,11.2,2,2,Southern Metropolitan,14.23750497
2,h,1260000,11.2,1,0,Southern Metropolitan,14.04662228
4,h,2360000,11.2,2,2,Southern Metropolitan,14.67417218
2,h,1250000,11.2,2,1,Southern Metropolitan,14.03865411
4,h,1490000,11.2,1,4,Southern Metropolitan,14.21428668
4,h,1600000,11.2,1,2,Southern Metropolitan,14.28551419
3,h,1652000,11.2,2,2,Southern Metropolitan,14.31749723
4,h,2370000,11.2,3,2,Southern Metropolitan,14.67840051
3,t,940000,13.8,2,3,Eastern Metropolitan,13.75363515
3,h,1503500,13.8,1,1,Eastern Metropolitan,14.22330628
3,t,950000,13.8,2,2,Eastern Metropolitan,13.76421726
3,h,1370000,13.8,1,2,Eastern Metropolitan,14.1303213
4,h,1181000,13.8,2,2,Eastern Metropolitan,13.9818721
3,h,1385000,13.8,1,2,Eastern Metropolitan,14.1412107
3,h,1180000,13.8,1,3,Eastern Metropolitan,13.981025
4,h,1302000,13.8,2,2,Eastern Metropolitan,14.0794121
5,h,1775000,13.8,4,2,Eastern Metropolitan,14.38931098
3,h,1750000,6.5,1,3,Northern Metropolitan,14.37512635
3,h,1345000,6.5,2,4,Northern Metropolitan,14.11190457
3,h,1080000,6.5,1,1,Northern Metropolitan,13.8924716
3,h,1195000,6.5,1,2,Northern Metropolitan,13.99365674
2,u,716000,6.5,1,1,Northern Metropolitan,13.48143545
3,t,865000,6.5,2,2,Northern Metropolitan,13.67048479
2,u,462000,6.5,1,1,Northern Metropolitan,13.04332017
3,h,1100000,6.5,2,1,Northern Metropolitan,13.91082074
4,h,1635000,6.5,2,2,Northern Metropolitan,14.30715336
3,t,998000,6.5,2,1,Northern Metropolitan,13.81350856
2,u,600000,6.5,1,1,Northern Metropolitan,13.30468493
3,h,1346000,6.5,2,2,Northern Metropolitan,14.11264779
3,h,1130000,6.5,1,1,Northern Metropolitan,13.93772819
3,h,1275000,6.5,1,2,Northern Metropolitan,14.05845674
3,h,1200000,6.5,1,1,Northern Metropolitan,13.99783211
2,h,915000,6.5,1,1,Northern Metropolitan,13.72667934
1,u,300000,6.5,1,1,Northern Metropolitan,12.61153775
3,u,880000,6.5,1,2,Northern Metropolitan,13.68767719
2,t,960000,6.5,2,2,Northern Metropolitan,13.77468856
2,h,1260000,6.5,1,0,Northern Metropolitan,14.04662228
2,h,1100000,6.5,1,1,Northern Metropolitan,13.91082074
3,h,810000,13.8,1,1,Eastern Metropolitan,13.60478953
4,h,1140000,13.8,2,4,Eastern Metropolitan,13.94653882
4,h,1003000,13.8,2,2,Eastern Metropolitan,13.81850607
4,h,1155000,13.8,2,3,Eastern Metropolitan,13.9596109
3,h,880000,14.9,1,4,Northern Metropolitan,13.68767719
5,h,826000,14.9,1,2,Northern Metropolitan,13.62435005
4,h,952000,14.9,2,2,Northern Metropolitan,13.76632031
3,h,677500,14.9,1,2,Northern Metropolitan,13.42616483
4,h,761000,14.9,1,2,Northern Metropolitan,13.54238864
3,h,715000,14.9,1,2,Northern Metropolitan,13.48003782
4,h,932500,14.9,2,2,Northern Metropolitan,13.74562443
3,h,895000,14.9,1,2,Northern Metropolitan,13.704579
4,h,1435000,8.2,2,2,Western Metropolitan,14.17667541
2,h,470000,8.2,1,1,Western Metropolitan,13.06048797
2,h,502000,8.2,1,1,Western Metropolitan,13.1263554
3,u,580000,8.2,1,0,Western Metropolitan,13.27078338
1,u,375000,8.2,1,1,Western Metropolitan,12.8346813
2,h,650000,8.2,1,1,Western Metropolitan,13.38472764
3,t,815000,8.2,1,2,Western Metropolitan,13.61094339
4,h,970000,8.2,1,2,Western Metropolitan,13.78505135
4,h,1325000,8.2,2,4,Western Metropolitan,14.09692302
3,h,890000,8.2,1,3,Western Metropolitan,13.69897674
3,h,900000,8.2,1,0,Western Metropolitan,13.71015004
2,u,266000,8.2,1,1,Western Metropolitan,12.49125159
3,h,830000,8.2,1,0,Western Metropolitan,13.62918098
2,h,888000,8.2,1,2,Western Metropolitan,13.69672702
3,h,1040000,8.2,1,1,Western Metropolitan,13.85473127
2,u,490000,8.2,1,1,Western Metropolitan,13.10216067
3,h,935000,8.2,1,2,Western Metropolitan,13.74830181
3,h,975000,8.2,1,0,Western Metropolitan,13.79019275
1,u,185000,8.2,1,1,Western Metropolitan,12.1281111
4,h,2165000,8,2,2,Western Metropolitan,14.58793092
3,h,1245000,8,2,2,Western Metropolitan,14.03464609
4,h,2075000,8,3,2,Western Metropolitan,14.54547171
2,u,543000,8,1,1,Western Metropolitan,13.2048646
3,h,1150000,8,1,0,Western Metropolitan,13.9552725
3,h,1290000,8,1,0,Western Metropolitan,14.07015278
2,h,1000000,8,1,2,Western Metropolitan,13.81551056
5,h,2040000,8,3,2,Western Metropolitan,14.52846037
4,h,1412000,8,2,4,Western Metropolitan,14.1605177
2,u,465000,8,1,1,Western Metropolitan,13.04979268
2,h,855000,8,1,1,Western Metropolitan,13.65885675
2,u,550000,8,1,2,Western Metropolitan,13.21767356
2,u,490000,8,1,1,Western Metropolitan,13.10216067
4,h,1200000,8,3,2,Western Metropolitan,13.99783211
3,h,1330000,8,2,2,Western Metropolitan,14.1006895
4,h,1500000,8,3,2,Western Metropolitan,14.22097567
4,h,1630000,8,2,2,Western Metropolitan,14.30409057
3,h,935000,7,1,0,Western Metropolitan,13.74830181
3,h,990000,7,1,2,Western Metropolitan,13.80546022
2,h,950000,7,1,0,Western Metropolitan,13.76421726
2,h,1196000,7,1,2,Western Metropolitan,13.99449321
2,h,470000,7,1,1,Western Metropolitan,13.06048797
3,h,1131500,7,1,1,Western Metropolitan,13.93905474
4,h,2035000,7,2,0,Western Metropolitan,14.52600638
3,h,935000,7,1,0,Western Metropolitan,13.74830181
3,h,892000,7,1,2,Western Metropolitan,13.70122141
4,h,985500,7,1,5,Western Metropolitan,13.80090441
2,u,650000,7,2,2,Western Metropolitan,13.38472764
3,t,1070000,7,2,2,Western Metropolitan,13.88316921
2,u,397000,7,1,1,Western Metropolitan,12.89169156
2,h,1035000,7,1,3,Western Metropolitan,13.84991198
3,h,1370000,7,2,2,Western Metropolitan,14.1303213
2,h,650000,7,1,2,Western Metropolitan,13.38472764
2,h,820000,7,1,0,Western Metropolitan,13.61705962
3,h,750000,7,2,1,Western Metropolitan,13.52782849
2,u,497600,7,1,1,Western Metropolitan,13.11755182
3,h,970000,7,2,0,Western Metropolitan,13.78505135
2,h,1256000,7,1,3,Western Metropolitan,14.04344263
3,t,1120000,7,2,0,Western Metropolitan,13.92883924
3,h,1425000,7,3,2,Western Metropolitan,14.16968237
3,h,872500,7,1,2,Western Metropolitan,13.67911793
4,h,1455000,7,1,1,Western Metropolitan,14.19051646
1,u,331000,7,1,1,Western Metropolitan,12.70987365
3,h,950000,7,2,2,Western Metropolitan,13.76421726
3,h,1000000,2.5,1,0,Northern Metropolitan,13.81551056
2,u,870000,2.5,2,1,Northern Metropolitan,13.67624849
2,h,1050000,2.5,1,0,Northern Metropolitan,13.86430072
2,h,1242000,2.5,1,1,Northern Metropolitan,14.03223354
3,h,1165000,2.5,2,0,Northern Metropolitan,13.96823164
3,h,872500,13.5,1,1,Western Metropolitan,13.67911793
3,h,720000,13.5,2,2,Western Metropolitan,13.48700649
3,h,985000,13.5,1,1,Western Metropolitan,13.80039692
3,h,510000,13.5,1,1,Western Metropolitan,13.142166
2,u,480000,13.5,1,1,Western Metropolitan,13.08154138
3,h,800000,13.9,2,5,Western Metropolitan,13.59236701
2,u,420000,13.9,1,1,Western Metropolitan,12.94800999
3,h,700000,13.9,1,2,Western Metropolitan,13.45883561
3,u,580000,13.9,2,2,Western Metropolitan,13.27078338
1,u,200000,13.9,1,1,Western Metropolitan,12.20607265
3,h,621000,13.9,1,3,Western Metropolitan,13.33908636
3,u,600000,13.9,1,1,Western Metropolitan,13.30468493
3,h,840000,13.8,1,2,Western Metropolitan,13.64115717
5,h,1480000,13.8,3,4,Western Metropolitan,14.20755265
2,t,600000,13.8,1,2,Western Metropolitan,13.30468493
2,t,597500,13.8,1,2,Western Metropolitan,13.30050956
3,h,1165000,13.8,1,2,Western Metropolitan,13.96823164
4,h,1295000,13.8,1,2,Western Metropolitan,14.07402125
2,h,1450000,11,1,1,Southern Metropolitan,14.18707411
2,u,925000,11,1,2,Southern Metropolitan,13.73754902
4,h,2220000,11,3,2,Southern Metropolitan,14.61301775
3,h,1912500,11,2,2,Southern Metropolitan,14.46392184
4,h,2085000,11,2,2,Southern Metropolitan,14.55027941
3,h,1380000,9.7,2,1,Southern Metropolitan,14.13759406
2,u,825000,9.7,2,2,Southern Metropolitan,13.62313867
3,h,1670000,9.7,1,1,Southern Metropolitan,14.32833418
3,t,1680000,9.7,3,1,Southern Metropolitan,14.33430435
3,h,750000,10.9,1,2,Western Metropolitan,13.52782849
2,h,1005000,10.9,1,2,Western Metropolitan,13.8204981
3,u,1520000,1.8,2,2,Northern Metropolitan,14.23422089
2,t,960000,1.8,2,1,Northern Metropolitan,13.77468856
2,u,995000,1.8,2,1,Northern Metropolitan,13.81049802
1,u,490000,1.8,1,1,Northern Metropolitan,13.10216067
2,u,500000,1.8,1,1,Northern Metropolitan,13.12236338
4,h,1750000,10.3,2,2,Eastern Metropolitan,14.37512635
5,h,2710000,10.3,3,2,Eastern Metropolitan,14.81245919
1,u,503000,1.5,1,1,Northern Metropolitan,13.12834545
2,u,810000,1.5,1,1,Northern Metropolitan,13.60478953
4,h,4275000,1.5,2,2,Northern Metropolitan,15.26829466
1,u,385000,8.5,1,1,Southern Metropolitan,12.86099861
3,t,850000,8.5,2,2,Southern Metropolitan,13.65299163
2,u,740000,8.5,1,1,Southern Metropolitan,13.51440547
3,h,1940000,8.5,2,2,Southern Metropolitan,14.47819853
2,u,595000,8.5,1,1,Southern Metropolitan,13.29631668
2,u,632500,8.5,1,1,Southern Metropolitan,13.3574355
2,u,687000,7.7,1,1,Southern Metropolitan,13.44008957
2,u,1260000,7.7,2,2,Southern Metropolitan,14.04662228
2,u,695000,7.7,1,1,Southern Metropolitan,13.45166712
3,u,950000,7.7,1,1,Southern Metropolitan,13.76421726
1,u,360000,7.7,1,0,Southern Metropolitan,12.79385931
3,h,1875000,7.7,2,2,Southern Metropolitan,14.44411922
2,u,642000,7.7,1,0,Southern Metropolitan,13.37234358
3,h,1520000,7.7,2,1,Southern Metropolitan,14.23422089
5,h,2275000,7.7,2,1,Southern Metropolitan,14.63749061
2,u,800000,7.7,2,2,Southern Metropolitan,13.59236701
2,u,500000,7.7,1,1,Southern Metropolitan,13.12236338
1,u,490000,7.7,1,1,Southern Metropolitan,13.10216067
4,h,1291000,9.4,2,2,Western Metropolitan,14.07092767
2,t,810000,9.4,2,1,Western Metropolitan,13.60478953
2,u,415500,9.4,1,1,Western Metropolitan,12.93723789
2,t,1100000,1.6,2,1,Northern Metropolitan,13.91082074
2,t,1350000,1.6,1,2,Northern Metropolitan,14.11561515
2,u,600000,1.6,1,1,Northern Metropolitan,13.30468493
2,h,1350000,1.6,1,0,Northern Metropolitan,14.11561515
3,h,2725000,1.6,2,1,Northern Metropolitan,14.81797899
2,t,1050000,1.6,1,1,Northern Metropolitan,13.86430072
3,h,1326000,1.6,2,2,Northern Metropolitan,14.09767745
2,h,1200000,1.6,1,0,Northern Metropolitan,13.99783211
2,u,681500,1.6,1,1,Northern Metropolitan,13.43205153
3,h,680000,13.6,2,1,Western Metropolitan,13.42984808
3,h,741000,13.6,2,2,Western Metropolitan,13.5157559
4,h,990000,13.6,2,2,Western Metropolitan,13.80546022
4,h,970000,13.6,2,3,Western Metropolitan,13.78505135
3,h,485000,14.5,1,2,Northern Metropolitan,13.09190417
4,h,618000,14.5,1,2,Northern Metropolitan,13.33424374
3,u,616000,14.5,1,2,Western Metropolitan,13.33100224
3,h,773000,14.5,2,2,Western Metropolitan,13.55803433
1,u,355000,4.2,1,1,Northern Metropolitan,12.77987307
1,t,425000,4.2,1,1,Northern Metropolitan,12.95984445
2,u,535000,4.2,2,1,Northern Metropolitan,13.19002203
2,u,500000,4.2,1,1,Northern Metropolitan,13.12236338
2,u,525000,4.2,1,1,Northern Metropolitan,13.17115354
2,h,1110000,4.2,1,0,Northern Metropolitan,13.91987057
3,t,917500,4.2,1,1,Northern Metropolitan,13.72940786
2,u,730000,4.2,2,1,Northern Metropolitan,13.50079981
2,t,811000,4.2,1,0,Northern Metropolitan,13.60602333
3,h,1190000,4.2,2,1,Northern Metropolitan,13.98946387
2,h,903000,4.2,1,0,Northern Metropolitan,13.71347783
3,h,902500,4.2,1,1,Northern Metropolitan,13.71292397
4,h,1817000,4.2,2,1,Northern Metropolitan,14.41269735
2,u,528000,4.2,1,1,Northern Metropolitan,13.17685156
2,h,1000000,4.2,1,0,Northern Metropolitan,13.81551056
1,u,380000,4.2,1,1,Northern Metropolitan,12.84792653
4,h,1817000,4.2,2,1,Northern Metropolitan,14.41269735
3,h,1420000,4.1,1,0,Southern Metropolitan,14.16616743
2,h,1335000,4.1,1,1,Southern Metropolitan,14.10444185
2,h,1300000,4.1,1,0,Southern Metropolitan,14.07787482
4,h,2860000,4.1,3,2,Southern Metropolitan,14.86633218
3,h,1630000,4.1,1,0,Southern Metropolitan,14.30409057
3,h,2250000,4.1,2,1,Southern Metropolitan,14.62644077
2,h,1035000,14.6,1,1,Southern Metropolitan,13.84991198
3,h,1321000,14.6,1,2,Southern Metropolitan,14.09389958
2,t,742500,14.6,1,1,Southern Metropolitan,13.51777815
3,h,860000,14.6,1,2,Southern Metropolitan,13.66468767
3,h,2161000,2.3,2,1,Northern Metropolitan,14.58608164
3,h,1485000,2.3,1,1,Northern Metropolitan,14.21092533
2,t,755000,2.3,1,1,Northern Metropolitan,13.53447303
2,h,940000,2.3,1,0,Northern Metropolitan,13.75363515
3,h,770000,14.7,1,1,South-Eastern Metropolitan,13.55414579
3,h,985100,14.7,1,2,South-Eastern Metropolitan,13.80049844
4,h,1410000,14.7,2,4,South-Eastern Metropolitan,14.15910026
3,u,815000,14.7,1,2,South-Eastern Metropolitan,13.61094339
4,h,1205500,14.7,2,2,South-Eastern Metropolitan,14.00240498
3,h,1042500,14.7,1,4,South-Eastern Metropolitan,13.85713223
3,h,799999,14.7,2,4,South-Eastern Metropolitan,13.59236576
5,h,1200000,14.7,2,2,South-Eastern Metropolitan,13.99783211
3,t,815000,9.1,2,2,Western Metropolitan,13.61094339
2,u,321000,9.1,1,1,Western Metropolitan,12.6791964
3,h,995000,9.1,1,0,Western Metropolitan,13.81049802
3,h,1290000,9.1,1,3,Western Metropolitan,14.07015278
2,u,300000,9.1,1,1,Western Metropolitan,12.61153775
2,u,505000,1.2,1,1,Southern Metropolitan,13.13231371
2,u,595000,1.2,1,1,Southern Metropolitan,13.29631668
2,u,580000,1.2,1,1,Southern Metropolitan,13.27078338
2,u,580000,1.2,1,1,Southern Metropolitan,13.27078338
3,h,1320000,7.7,1,3,Western Metropolitan,14.09314229
1,u,380000,7.7,1,1,Western Metropolitan,12.84792653
3,h,1100000,7.7,1,0,Western Metropolitan,13.91082074
3,u,660000,7.7,1,1,Western Metropolitan,13.39999511
2,u,867000,4.6,1,1,Southern Metropolitan,13.67279426
1,u,552000,4.6,1,1,Southern Metropolitan,13.22130333
2,u,655000,4.6,1,1,Southern Metropolitan,13.39239051
3,u,840000,4.6,1,1,Southern Metropolitan,13.64115717
2,u,1010000,4.6,2,2,Southern Metropolitan,13.82546089
2,u,650000,4.6,1,0,Southern Metropolitan,13.38472764
3,h,2400000,4.6,2,1,Southern Metropolitan,14.6909793
4,h,3600000,4.6,2,2,Southern Metropolitan,15.0964444
2,u,750000,4.6,1,1,Southern Metropolitan,13.52782849
1,u,247500,4.6,1,1,Southern Metropolitan,12.41916586
3,t,1320000,4.6,2,1,Southern Metropolitan,14.09314229
3,u,922500,4.6,1,2,Southern Metropolitan,13.73484265
2,u,760000,4.6,1,1,Southern Metropolitan,13.54107371
2,u,546000,8.9,1,1,Western Metropolitan,13.21037425
3,t,670000,8.9,2,2,Western Metropolitan,13.41503299
3,h,1070000,8.9,2,5,Western Metropolitan,13.88316921
3,h,1575000,8.9,1,1,Western Metropolitan,14.26976583
4,h,1520000,8.9,2,3,Western Metropolitan,14.23422089
3,t,720000,8.9,2,2,Western Metropolitan,13.48700649
3,h,1045000,8.9,2,3,Western Metropolitan,13.85952744
2,u,585000,5.1,1,1,Southern Metropolitan,13.27936713
2,u,690000,5.1,1,1,Southern Metropolitan,13.44444688
2,u,854000,5.1,1,1,Southern Metropolitan,13.65768647
1,h,900000,5.1,1,1,Southern Metropolitan,13.71015004
1,u,350000,5.1,1,0,Southern Metropolitan,12.76568843
3,h,721500,15,1,1,Northern Metropolitan,13.48908766
5,h,1060000,15,2,2,Northern Metropolitan,13.87377947
3,h,984000,15,2,2,Northern Metropolitan,13.79938118
2,u,450000,6.6,1,1,Southern Metropolitan,13.01700286
2,u,490000,6.6,1,0,Southern Metropolitan,13.10216067
1,u,440000,6.6,1,0,Southern Metropolitan,12.99453001
3,h,1406000,9.8,1,1,Western Metropolitan,14.15625935
3,h,1305000,9.8,1,2,Western Metropolitan,14.0817136
3,u,488000,12.4,1,1,Northern Metropolitan,13.09807068
3,h,1750000,1.9,1,1,Northern Metropolitan,14.37512635
2,t,1013000,1.9,2,1,Northern Metropolitan,13.82842678
3,t,1171000,1.9,2,1,Northern Metropolitan,13.97336864
2,h,1053000,1.9,1,0,Northern Metropolitan,13.86715379
1,u,295000,1.9,1,1,Northern Metropolitan,12.59473064
3,h,445000,14.5,1,2,Northern Metropolitan,13.00582956
2,u,360000,5.3,1,1,Western Metropolitan,12.79385931
3,h,640000,10.4,1,2,Western Metropolitan,13.36922346
3,h,961000,10.4,1,2,Western Metropolitan,13.77572969
2,h,1535000,3,1,0,Southern Metropolitan,14.24404094
3,h,570000,10.5,1,0,Western Metropolitan,13.25339164
4,h,2345000,5.7,2,2,Northern Metropolitan,14.66779596
3,h,900000,9.4,1,2,Western Metropolitan,13.71015004
5,h,5200000,6.3,3,3,Southern Metropolitan,15.46416918
3,h,1225000,10.2,1,2,Southern Metropolitan,14.0184514
3,u,622000,9.5,1,1,Western Metropolitan,13.34069537
3,h,825000,9.5,1,4,Western Metropolitan,13.62313867
4,h,1475000,7.9,3,5,Southern Metropolitan,14.20416855
5,h,2160000,9.7,1,2,Southern Metropolitan,14.58561878
3,t,1050000,9.7,3,2,Southern Metropolitan,13.86430072
3,h,1275000,9.7,2,2,Southern Metropolitan,14.05845674
3,t,640000,23.2,2,1,Eastern Metropolitan,13.36922346
3,u,500000,23.2,1,2,Eastern Metropolitan,13.12236338
4,h,1221000,17.3,2,3,Southern Metropolitan,14.01518075
4,h,1823000,17.3,2,3,Southern Metropolitan,14.41599405
6,h,2000000,17.3,3,4,Southern Metropolitan,14.50865774
3,h,1365000,11.4,1,1,Southern Metropolitan,14.12666499
3,h,1045000,11.4,1,1,Southern Metropolitan,13.85952744
5,h,1220000,13.8,2,2,Southern Metropolitan,14.01436142
4,h,627500,35.2,2,2,Eastern Victoria,13.34949895
3,h,642000,25,2,2,Eastern Metropolitan,13.37234358
3,h,840000,16.1,1,2,Eastern Metropolitan,13.64115717
3,h,2650000,10.5,2,2,Southern Metropolitan,14.7900702
1,u,380000,10.5,1,1,Southern Metropolitan,12.84792653
5,h,3250000,10.5,3,2,Southern Metropolitan,14.99416555
4,t,1731000,10.3,3,2,Southern Metropolitan,14.36420983
3,t,465000,14,2,3,Northern Metropolitan,13.04979268
3,h,518500,14,1,0,Northern Metropolitan,13.15869531
2,u,692000,5.2,1,1,Northern Metropolitan,13.44734123
2,h,1305000,4,1,0,Northern Metropolitan,14.0817136
3,h,1100000,5.2,1,1,Northern Metropolitan,13.91082074
2,h,573000,5.2,1,1,Northern Metropolitan,13.258641
3,h,1060000,10.8,1,2,Eastern Metropolitan,13.87377947
3,h,805000,12.1,1,2,Northern Metropolitan,13.59859756
3,h,682000,12.1,1,1,Northern Metropolitan,13.43278494
3,h,535000,14.8,2,2,Western Metropolitan,13.19002203
4,h,1088000,14.7,1,1,Eastern Metropolitan,13.89985171
3,h,1180000,14.7,1,1,Eastern Metropolitan,13.981025
3,h,630000,14.8,2,2,Western Metropolitan,13.3534751
2,u,677000,7.7,1,1,Southern Metropolitan,13.42542655
2,u,670000,7.7,1,1,Southern Metropolitan,13.41503299
3,t,1320000,7.7,2,2,Southern Metropolitan,14.09314229
